2.659526825	-0.375581086
3.179433584	-0.349645048
3.640525818	-0.207714811
4.023613453	0.102707893
4.223097324	0.522484779
4.31065464	1.018311739
4.365223408	1.452821851
4.422283649	1.970332861
4.372810364	2.397580862
4.250723839	2.827008009
3.978430271	3.094791412
3.639538288	3.219189882
3.246600628	3.272519588
2.912167311	3.19947958
2.678040743	3.009201288
2.432606936	2.788107634
2.258539915	2.52333498
2.167147875	2.245697021
2.076689959	1.999184489
1.988099813	1.814922452
1.838826776	1.684403777
1.626692176	1.535002589
1.397858739	1.521101117
1.193818808	1.641453147
1.010214448	1.750807643
0.857729495	1.859228134
0.685743392	2.009772062
0.570916653	2.335136414
0.465217441	2.61868906
0.218029469	3.031101465
-0.108309403	3.227814913
-0.517224312	3.094703674
-0.848446131	2.78272438
-1.189418316	2.491807222
-1.565869093	2.056571722
-1.940762997	1.673212171
-2.204976559	1.172301888
-2.323030949	0.698159099
-2.100636959	0.151492864
-1.497334719	-0.157377169
-0.732206285	-0.263413787
-0.05919202	-0.325148046
0.625440717	-0.345693231
1.320135355	-0.376924574
2.006325006	-0.345594615
